API_Name,sYear,ProductSaleGroup,Vet,AmountSold_g,InChIKey_string,PEC_gL,Desc_Short,Desc_Long
sulfanilamide,2016,Prescription,Vet,1250,FDDDEECHVMSUSB-UHFFFAOYSA-N,3.589188614270241e-10,antibacterial,sulfonamide antibiotic
sulfasalazine,2016,Prescription,Human,2687662,NCEXYHBECQHGNR-UHFFFAOYSA-N,7.717220679525427e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis"
sulfasalazine,2017,Prescription,Human,2588001.5,NCEXYHBECQHGNR-UHFFFAOYSA-N,7.533067589094291e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis"
sulfasalazine,2018,Prescription,Human,2561204.5,NCEXYHBECQHGNR-UHFFFAOYSA-N,7.280534632160131e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis"
sulfasalazine,2019,Prescription,Human,2272402,NCEXYHBECQHGNR-UHFFFAOYSA-N,6.56433595708902e-7,alimentary,"5-aminosalicylate for ulcerative colitis, arthritis"
sulfathiazole,2016,Prescription,Vet,10120,JNMRHUJNCSQMMB-UHFFFAOYSA-N,2.905807102113187e-9,antibacterial,sulfonamide antibiotic
sulfathiazole,2017,Prescription,Vet,7690,JNMRHUJNCSQMMB-UHFFFAOYSA-N,2.238379296153232e-9,antibacterial,sulfonamide antibiotic
sulfathiazole,2018,Prescription,Vet,6580,JNMRHUJNCSQMMB-UHFFFAOYSA-N,1.87044485825375e-9,antibacterial,sulfonamide antibiotic
sulfathiazole,2019,Prescription,Vet,3000,JNMRHUJNCSQMMB-UHFFFAOYSA-N,8.666163764715511e-10,antibacterial,sulfonamide antibiotic
sumatriptan,2016,Prescription,Human,136688.55,KQKPFRSPSRPDEB-UHFFFAOYSA-N,3.924807898888868e-8,analgesic,"antimigraine agent, narrows blood vessels around brain"
sumatriptan,2017,Prescription,Human,145086.492,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.2231287365968994e-8,analgesic,"antimigraine agent, narrows blood vessels around brain"
sumatriptan,2018,Prescription,Human,146788.308,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.172635804716835e-8,analgesic,"antimigraine agent, narrows blood vessels around brain"
sumatriptan,2019,Prescription,Human,153388.296,KQKPFRSPSRPDEB-UHFFFAOYSA-N,4.4309603090888574e-8,analgesic,"antimigraine agent, narrows blood vessels around brain"
suxamethonium,2016,Prescription,Human,7300,AXOIZCJOOAYSMI-UHFFFAOYSA-N,2.096086150733821e-9,muscle relaxant,short-term paralytic for general anaesthesia
suxamethonium,2017,Prescription,Human,7064,AXOIZCJOOAYSMI-UHFFFAOYSA-N,2.0561653248408886e-9,muscle relaxant,short-term paralytic for general anaesthesia
suxamethonium,2018,Prescription,Human,6366,AXOIZCJOOAYSMI-UHFFFAOYSA-N,1.809612761040026e-9,muscle relaxant,short-term paralytic for general anaesthesia
suxamethonium,2019,Prescription,Human,4928,AXOIZCJOOAYSMI-UHFFFAOYSA-N,1.423561834417268e-9,muscle relaxant,short-term paralytic for general anaesthesia
suxibuzone,2016,Prescription,Vet,82566,ONWXNHPOAGOMTG-UHFFFAOYSA-N,2.3707595770066937e-8,analgesic,NSAID for equine joint and muscle pain
suxibuzone,2017,Prescription,Vet,79515,ONWXNHPOAGOMTG-UHFFFAOYSA-N,2.314495835287702e-8,analgesic,NSAID for equine joint and muscle pain
suxibuzone,2018,Prescription,Vet,68823,ONWXNHPOAGOMTG-UHFFFAOYSA-N,1.9563773021215475e-8,analgesic,NSAID for equine joint and muscle pain
suxibuzone,2019,Prescription,Vet,71199,ONWXNHPOAGOMTG-UHFFFAOYSA-N,2.0567406462799322e-8,analgesic,NSAID for equine joint and muscle pain
tacrolimus,2016,Prescription,Human,4975.231,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.4285633966851474e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders"
tacrolimus,2017,Prescription,Human,5531.2725,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.6100241671497699e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders"
tacrolimus,2018,Prescription,Human,6047.978,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.7192111478619752e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders"
tacrolimus,2019,Prescription,Human,6737.598,QJJXYPPXXYFBGM-LFZNUXCKSA-N,1.9463042549606566e-9,immunosuppressant,"calcineurin inhibitor for organ transplants, skin immune disorders"
tadalafil,2016,Prescription,Human,24370.78,WOXKDUGGOYFFRN-IIBYNOLFSA-N,6.997706087750792e-9,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension"
tadalafil,2017,Prescription,Human,26047.2452,WOXKDUGGOYFFRN-IIBYNOLFSA-N,7.581744392393584e-9,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension"
tadalafil,2018,Prescription,Human,31090.7,WOXKDUGGOYFFRN-IIBYNOLFSA-N,8.837908807676271e-9,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension"
tadalafil,2019,Prescription,Human,36057.74,WOXKDUGGOYFFRN-IIBYNOLFSA-N,1.0416075994184435e-8,urological,"agent for erectile dysfunction, enlarged prostate, arterial hypertension"
tafamidis,2018,Prescription,Human,3.6,TXEIIPDJKFWEEC-UHFFFAOYSA-N,1.0233436914458206e-12,other nervous system,transthyretin stabilizer for congenital heart failure
tafamidis,2019,Prescription,Human,10.8,TXEIIPDJKFWEEC-UHFFFAOYSA-N,3.1198189552975843e-12,other nervous system,transthyretin stabilizer for congenital heart failure
tafluprost,2016,Prescription,Human,12.05685,WSNODXPBBALQOF-VEJSHDCNSA-N,3.4619446995171325e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure
tafluprost,2017,Prescription,Human,14.321745,WSNODXPBBALQOF-VEJSHDCNSA-N,4.168725291649685e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure
tafluprost,2018,Prescription,Human,16.55181,WSNODXPBBALQOF-VEJSHDCNSA-N,4.705052873752735e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure
tafluprost,2019,Prescription,Human,18.6948,WSNODXPBBALQOF-VEJSHDCNSA-N,5.400406611620119e-12,ophthalmological,treatment for glaucoma or other causes of high eye pressure
tamoxifen,2016,Prescription,Human,28435.440000000002,NKANXQFJJICGDU-QPLCGJKRSA-N,8.164812599181166e-9,antineoplastic,selective estrogen receptor modulator for breast cancer
tamoxifen,2017,Prescription,Human,30268.52,NKANXQFJJICGDU-QPLCGJKRSA-N,8.810458841768536e-9,antineoplastic,selective estrogen receptor modulator for breast cancer
tamoxifen,2018,Prescription,Human,30379.12,NKANXQFJJICGDU-QPLCGJKRSA-N,8.635633556576543e-9,antineoplastic,selective estrogen receptor modulator for breast cancer
tamoxifen,2019,Prescription,Human,31762.74,NKANXQFJJICGDU-QPLCGJKRSA-N,9.175370215202666e-9,antineoplastic,selective estrogen receptor modulator for breast cancer
tamsulosin,2016,Prescription,Human,8000.67796,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.2972753792379887e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate
tamsulosin,2017,Prescription,Human,8528.67572,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.4824981996427518e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate
tamsulosin,2018,Prescription,Human,9143.26032,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.599082713255248e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate
tamsulosin,2019,Prescription,Human,9985.112360000001,DRHKJLXJIQTDTD-OAHLLOKOSA-N,2.884420630694833e-9,urological,alpha-blocker for relaxing urinary muscles in enlarged prostate
tapentadol,2016,Prescription,Human,87252.395,KWTWDQCKEHXFFR-SMDDNHRTSA-N,2.5053224216144777e-8,analgesic,opioid for moderate-severe pain
tapentadol,2017,Prescription,Human,121340.285,KWTWDQCKEHXFFR-SMDDNHRTSA-N,3.531932142175977e-8,analgesic,opioid for moderate-severe pain
tapentadol,2018,Prescription,Human,144810.5,KWTWDQCKEHXFFR-SMDDNHRTSA-N,4.116414211947639e-8,analgesic,opioid for moderate-severe pain
tapentadol,2019,Prescription,Human,157934.555,KWTWDQCKEHXFFR-SMDDNHRTSA-N,4.5622890591248964e-8,analgesic,opioid for moderate-severe pain
tedizolid,2016,Prescription,Human,154.8,XFALPSLJIHVRKE-GFCCVEGCSA-N,4.4448511799122665e-11,antibacterial,oxazolidinone antibiotic for skin infections
tedizolid,2017,Prescription,Human,318,XFALPSLJIHVRKE-GFCCVEGCSA-N,9.256236881361871e-11,antibacterial,oxazolidinone antibiotic for skin infections
tedizolid,2018,Prescription,Human,104.4,XFALPSLJIHVRKE-GFCCVEGCSA-N,2.96769670519288e-11,antibacterial,oxazolidinone antibiotic for skin infections
tedizolid,2019,Prescription,Human,208.8,XFALPSLJIHVRKE-GFCCVEGCSA-N,6.031649980241996e-11,antibacterial,oxazolidinone antibiotic for skin infections
teicoplanin,2016,Prescription,Human,83.19999999999999,BJNLLBUOHPVGFT-CAYRISATSA-N,2.388963941658272e-11,antibacterial,glycopeptide antibiotic
teicoplanin,2017,Prescription,Human,62,BJNLLBUOHPVGFT-CAYRISATSA-N,1.8046751152340755e-11,antibacterial,glycopeptide antibiotic
teicoplanin,2018,Prescription,Human,53.2,BJNLLBUOHPVGFT-CAYRISATSA-N,1.5122745662477126e-11,antibacterial,glycopeptide antibiotic
telbivudine,2016,Prescription,Human,168,IQFYYKKMVGJFEH-CSMHCCOUSA-N,4.823869497579204e-11,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections
telmisartan,2016,Prescription,Human,192901.07760000002,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.538866811219042e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2016,Prescription,Vet,236.2,RMMXLENWKUUMAY-UHFFFAOYSA-N,6.782130805525047e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2017,Prescription,Human,187423.3088,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.455454538809544e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2017,Prescription,Vet,248.72,RMMXLENWKUUMAY-UHFFFAOYSA-N,7.239657978403536e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2018,Prescription,Human,190488.4576,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.4148655938390185e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2018,Prescription,Vet,260.36,RMMXLENWKUUMAY-UHFFFAOYSA-N,7.401048986245385e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2019,Prescription,Human,187408.5584,RMMXLENWKUUMAY-UHFFFAOYSA-N,5.4137108600121697e-8,antihypertensive,angiotensin II receptor blocker for high blood pressure
telmisartan,2019,Prescription,Vet,323.14,RMMXLENWKUUMAY-UHFFFAOYSA-N,9.334613863100567e-11,antihypertensive,angiotensin II receptor blocker for high blood pressure
temozolomide,2016,Prescription,Human,4205.3,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.2074891903672515e-9,antineoplastic,alkylating agent for brain tumours
temozolomide,2017,Prescription,Human,5184.75,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.5091595651144957e-9,antineoplastic,alkylating agent for brain tumours
temozolomide,2018,Prescription,Human,5879.1,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.671205526771979e-9,antineoplastic,alkylating agent for brain tumours
temozolomide,2019,Prescription,Human,5574.7,BPEGJWRSRHCHSN-UHFFFAOYSA-N,1.6103754379719853e-9,antineoplastic,alkylating agent for brain tumours
tenofovir alafenamide,2016,Prescription,Human,1915.35,LDEKQSIMHVQZJK-CAQYMETFSA-N,5.499641929874004e-10,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections
tenofovir alafenamide,2017,Prescription,Human,9023.4,LDEKQSIMHVQZJK-CAQYMETFSA-N,2.6265008765811543e-9,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections
tenofovir alafenamide,2018,Prescription,Human,10650.9,LDEKQSIMHVQZJK-CAQYMETFSA-N,3.0276475897834137e-9,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections
tenofovir alafenamide,2019,Prescription,Human,7790.1,LDEKQSIMHVQZJK-CAQYMETFSA-N,2.250342744783677e-9,antiviral,nucleoside reverse transcriptase inhibitor for hepatitis B infections
tenofovir disoproxil,2016,Prescription,Human,227416.35,JFVZFKDSXNQEJW-CQSZACIVSA-N,6.529921392951168e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV
tenofovir disoproxil,2017,Prescription,Human,165110.4,JFVZFKDSXNQEJW-CQSZACIVSA-N,4.805977905586198e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV
tenofovir disoproxil,2018,Prescription,Human,176664.6,JFVZFKDSXNQEJW-CQSZACIVSA-N,5.0219056642166474e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV
tenofovir disoproxil,2019,Prescription,Human,260675.09999999998,JFVZFKDSXNQEJW-CQSZACIVSA-N,7.530177019945308e-8,antiviral,nucleoside reverse transcriptase inhibitor for HIV
terazosin,2016,Prescription,Human,625.77914,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.7968314914686584e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension"
terazosin,2017,Prescription,Human,613.15072,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.7847384617288004e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension"
terazosin,2018,Prescription,Human,402.09049999999996,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.1429910460147101e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension"
terazosin,2019,Prescription,Human,378.028,VCKUSRYTPJJLNI-UHFFFAOYSA-N,1.0920175185492918e-10,urological,"alpha-blocker for relaxing urinary muscles in enlarged prostate, hypertension"
terbinafine,2016,OTC,Human,12387.92,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,3.557006513479248e-9,antifungal,topical allylamine antifungal
terbinafine,2016,Prescription,Human,590570.7,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.6957357058892846e-7,antifungal,topical allylamine antifungal
terbinafine,2017,OTC,Human,11978.89,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,3.4867749501816636e-9,antifungal,topical allylamine antifungal
terbinafine,2017,Prescription,Human,603526.9249999999,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.756725843421358e-7,antifungal,topical allylamine antifungal
terbinafine,2018,OTC,Human,13448.63,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,3.822936296969168e-9,antifungal,topical allylamine antifungal
terbinafine,2018,Prescription,Human,624966.255,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.7765424289465834e-7,antifungal,topical allylamine antifungal
terbinafine,2019,OTC,Human,12555.310000000001,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,3.626879085892344e-9,antifungal,topical allylamine antifungal
terbinafine,2019,Prescription,Human,598459.4,DOMXUEMWDBAQBQ-WEVVVXLNSA-N,1.7287823889777955e-7,antifungal,topical allylamine antifungal
terbutaline,2016,Prescription,Human,7447.31,XWTYSIMOBUGWOL-UHFFFAOYSA-N,2.1383840207152725e-9,respiratory,adrenergic bronchodilator for lung conditions
terbutaline,2017,Prescription,Human,6583.112499999999,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.9161902112155453e-9,respiratory,adrenergic bronchodilator for lung conditions
terbutaline,2018,Prescription,Human,5325.1125,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.5137278564206339e-9,respiratory,adrenergic bronchodilator for lung conditions
terbutaline,2019,Prescription,Human,5165.37,XWTYSIMOBUGWOL-UHFFFAOYSA-N,1.492131410844952e-9,respiratory,adrenergic bronchodilator for lung conditions
teriflunomide,2016,Prescription,Human,5294.744,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.5203067904220537e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis
teriflunomide,2017,Prescription,Human,5747.896,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.6730782058312066e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis
teriflunomide,2018,Prescription,Human,5942.72,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.6892902838969187e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis
teriflunomide,2019,Prescription,Human,5944.68,UTNUDOFZCWSZMS-YFHOEESVSA-N,1.717252346960967e-9,immunosuppressant,selective immunosuppressant for multiple sclerosis
testosterone,2016,Prescription,Human,96412.3,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,2.768335435484854e-8,sex hormone,"androgen used for hormone replacement, breast cancer"
testosterone,2017,Prescription,Human,107058.65,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,3.116227121379912e-8,sex hormone,"androgen used for hormone replacement, breast cancer"
testosterone,2018,Prescription,Human,103507.86,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,2.942336542946033e-8,sex hormone,"androgen used for hormone replacement, breast cancer"
testosterone,2019,Prescription,Human,107993.53,MUMGGOZAMZWBJJ-DYKIIFRCSA-N,3.1196320550323916e-8,sex hormone,"androgen used for hormone replacement, breast cancer"
tetrabenazine,2017,Prescription,Human,84,MKJIEFSOBYUXJB-UHFFFAOYSA-N,2.4450437045106828e-11,other nervous system,VMAT2 inhibitor for Huntington's disease
tetrabenazine,2018,Prescription,Human,425.6,MKJIEFSOBYUXJB-UHFFFAOYSA-N,1.20981965299817e-10,other nervous system,VMAT2 inhibitor for Huntington's disease
tetrabenazine,2019,Prescription,Human,789.6,MKJIEFSOBYUXJB-UHFFFAOYSA-N,2.2809343028731226e-10,other nervous system,VMAT2 inhibitor for Huntington's disease
tetracaine,2016,Prescription,Human,1543.9,GKCBAIGFKIBETG-UHFFFAOYSA-N,4.4330786412574603e-10,anaesthetic,"local anaesthetic for labour, surgery"
tetracaine,2017,Prescription,Human,1059.6,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.0842479872613326e-10,anaesthetic,"local anaesthetic for labour, surgery"
tetracaine,2018,Prescription,Human,1220.4,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.469135114001332e-10,anaesthetic,"local anaesthetic for labour, surgery"
tetracaine,2019,Prescription,Human,1359.05,GKCBAIGFKIBETG-UHFFFAOYSA-N,3.925916621478872e-10,anaesthetic,"local anaesthetic for labour, surgery"
tetracycline,2016,Prescription,Human,759502,NWXMGUDVXFXRIG-WESIUVDSSA-N,2.1807967447323811e-7,antibacterial,tetracycline antibiotic
tetracycline,2017,Prescription,Human,695828,NWXMGUDVXFXRIG-WESIUVDSSA-N,2.0253927033598328e-7,antibacterial,tetracycline antibiotic
tetracycline,2018,Prescription,Human,615128,NWXMGUDVXFXRIG-WESIUVDSSA-N,1.748575995088013e-7,antibacterial,tetracycline antibiotic
tetracycline,2019,Prescription,Human,598636,NWXMGUDVXFXRIG-WESIUVDSSA-N,1.7292925371514117e-7,antibacterial,tetracycline antibiotic
tetryzoline,2016,OTC,Human,143.192,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.111544768436675e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2016,Prescription,Human,142.4928,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.091468283003892e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2017,OTC,Human,147.1544,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.283320706083891e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2017,Prescription,Human,147.3384,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.2886765161032956e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2018,OTC,Human,132.9776,BYJAVTDNIXVSPW-UHFFFAOYSA-N,3.7800496684334925e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2018,Prescription,Human,144.4296,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.1055866671678687e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2019,OTC,Human,155.528,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.492770393328913e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
tetryzoline,2019,Prescription,Human,173.016,BYJAVTDNIXVSPW-UHFFFAOYSA-N,4.9979499663867294e-11,respiratory,vasoconstrictive nasal decongestant and eye drop
thalidomide,2016,Prescription,Human,2161.6,UEJJHQNACJXSKW-UHFFFAOYSA-N,6.206712086885242e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy"
thalidomide,2017,Prescription,Human,953.4,UEJJHQNACJXSKW-UHFFFAOYSA-N,2.775124604619625e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy"
thalidomide,2018,Prescription,Human,754.6,UEJJHQNACJXSKW-UHFFFAOYSA-N,2.145042082125045e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy"
thalidomide,2019,Prescription,Human,784,UEJJHQNACJXSKW-UHFFFAOYSA-N,2.2647574638456536e-10,immunosuppressant,"immunosuppressant and antineoplastic for myeloma, leprosy"
theophylline,2016,Prescription,Human,358271.19,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,1.0287223007752401e-7,respiratory,methylxanthine bronchodilator for breathing problems
theophylline,2017,Prescription,Human,331665.26,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,9.65400066628451e-8,respiratory,methylxanthine bronchodilator for breathing problems
theophylline,2018,Prescription,Human,282589.38,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,8.032946091460715e-8,respiratory,methylxanthine bronchodilator for breathing problems
theophylline,2019,Prescription,Human,250207.91999999998,ZFXYFBGIUFBOJW-UHFFFAOYSA-N,7.227809366496124e-8,respiratory,methylxanthine bronchodilator for breathing problems
thiamazole,2016,Prescription,Vet,855.2,PMRYVIKBURPHAH-UHFFFAOYSA-N,2.455579282339128e-10,antithyroid,imidazole for hyperthyroidism
thiamazole,2017,Prescription,Vet,1147.775,PMRYVIKBURPHAH-UHFFFAOYSA-N,3.3409048070770823e-10,antithyroid,imidazole for hyperthyroidism
thiamazole,2018,Prescription,Vet,1379.275,PMRYVIKBURPHAH-UHFFFAOYSA-N,3.9207565833859286e-10,antithyroid,imidazole for hyperthyroidism
thiamazole,2019,Prescription,Vet,1568.675,PMRYVIKBURPHAH-UHFFFAOYSA-N,4.531464814538368e-10,antithyroid,imidazole for hyperthyroidism
thiopental,2016,Prescription,Human,28305,IUJDSEJGGMCXSG-UHFFFAOYSA-N,8.127358698153533e-9,anaesthetic,"general anaesthetic for surgery, seizures, skull and brain pressure"
thiopental,2017,Prescription,Human,26995,IUJDSEJGGMCXSG-UHFFFAOYSA-N,7.857613667055463e-9,anaesthetic,"general anaesthetic for surgery, seizures, skull and brain pressure"
thiopental,2018,Prescription,Human,26225,IUJDSEJGGMCXSG-UHFFFAOYSA-N,7.45477453004629e-9,anaesthetic,"general anaesthetic for surgery, seizures, skull and brain pressure"
thiopental,2019,Prescription,Human,24325,IUJDSEJGGMCXSG-UHFFFAOYSA-N,7.026814452556827e-9,anaesthetic,"general anaesthetic for surgery, seizures, skull and brain pressure"
thiosulfate,2016,Prescription,Human,9705,DHCDFWKWKRSZHF-UHFFFAOYSA-M,2.786646040119415e-9,antidote,"sodium thiosulfate, antidote for cyanide poisoning"
thiosulfate,2017,Prescription,Human,12195,DHCDFWKWKRSZHF-UHFFFAOYSA-M,3.5496795210128306e-9,antidote,"sodium thiosulfate, antidote for cyanide poisoning"
thiosulfate,2018,Prescription,Human,8400,DHCDFWKWKRSZHF-UHFFFAOYSA-M,2.3878019467069147e-9,antidote,"sodium thiosulfate, antidote for cyanide poisoning"
thiosulfate,2019,Prescription,Human,14745,DHCDFWKWKRSZHF-UHFFFAOYSA-M,4.259419490357674e-9,antidote,"sodium thiosulfate, antidote for cyanide poisoning"
thiotepa,2016,Prescription,Human,9.92,FOCVUCIESVLUNU-UHFFFAOYSA-N,2.848380084284863e-12,antineoplastic,"alkylating agent for breast, ovary, bladder cancer"
thiotepa,2017,Prescription,Human,12.445,FOCVUCIESVLUNU-UHFFFAOYSA-N,3.6224486788851726e-12,antineoplastic,"alkylating agent for breast, ovary, bladder cancer"
thiotepa,2018,Prescription,Human,21.13,FOCVUCIESVLUNU-UHFFFAOYSA-N,6.006458944513941e-12,antineoplastic,"alkylating agent for breast, ovary, bladder cancer"
thiotepa,2019,Prescription,Human,16.064999999999998,FOCVUCIESVLUNU-UHFFFAOYSA-N,4.640730696005156e-12,antineoplastic,"alkylating agent for breast, ovary, bladder cancer"
tiamulin,2016,Prescription,Vet,59790,UURAUHCOJAIIRQ-QGLSALSOSA-N,1.7167806979777416e-8,antibacterial,pleuromutilin veterinary antibiotic
tiamulin,2017,Prescription,Vet,42310,UURAUHCOJAIIRQ-QGLSALSOSA-N,1.2315452278315118e-8,antibacterial,pleuromutilin veterinary antibiotic
tiamulin,2018,Prescription,Vet,34025,UURAUHCOJAIIRQ-QGLSALSOSA-N,9.672019194845568e-9,antibacterial,pleuromutilin veterinary antibiotic
tiamulin,2019,Prescription,Vet,45030,UURAUHCOJAIIRQ-QGLSALSOSA-N,1.3007911810837983e-8,antibacterial,pleuromutilin veterinary antibiotic
tibolone,2016,Prescription,Human,4755.3492,WZDGZWOAQTVYBX-XOINTXKNSA-N,1.3654276164415278e-9,sex hormone,"progestogen, estrogen, androgen used in hormone therapy"
tibolone,2017,Prescription,Human,4531.9197,WZDGZWOAQTVYBX-XOINTXKNSA-N,1.3191359204563029e-9,sex hormone,"progestogen, estrogen, androgen used in hormone therapy"
tibolone,2018,Prescription,Human,4267.83,WZDGZWOAQTVYBX-XOINTXKNSA-N,1.2131824740731157e-9,sex hormone,"progestogen, estrogen, androgen used in hormone therapy"
tibolone,2019,Prescription,Human,4168.3635,WZDGZWOAQTVYBX-XOINTXKNSA-N,1.204124024062091e-9,sex hormone,"progestogen, estrogen, androgen used in hormone therapy"
ticagrelor,2016,Prescription,Human,387609.4764,OEKWJQXRCDYSHL-FNOIDJSQSA-N,1.1129628155825036e-7,antithrombotic,platelet aggregation inhibitor for heart issues
ticagrelor,2017,Prescription,Human,386672.9004,OEKWJQXRCDYSHL-FNOIDJSQSA-N,1.1255144533665551e-7,antithrombotic,platelet aggregation inhibitor for heart issues
ticagrelor,2018,Prescription,Human,385345.3596,OEKWJQXRCDYSHL-FNOIDJSQSA-N,1.0953909521516144e-7,antithrombotic,platelet aggregation inhibitor for heart issues
ticagrelor,2019,Prescription,Human,400039.44,OEKWJQXRCDYSHL-FNOIDJSQSA-N,1.1556024331283617e-7,antithrombotic,platelet aggregation inhibitor for heart issues
ticlopidine,2016,Prescription,Human,16633.5,PHWBOXQYWZNQIN-UHFFFAOYSA-N,4.776061505237124e-9,antithrombotic,platelet aggregation inhibitor for stroke prevention
ticlopidine,2017,Prescription,Human,15354.5,PHWBOXQYWZNQIN-UHFFFAOYSA-N,4.469336138203486e-9,antithrombotic,platelet aggregation inhibitor for stroke prevention
ticlopidine,2018,Prescription,Human,13498.25,PHWBOXQYWZNQIN-UHFFFAOYSA-N,3.83704138418293e-9,antithrombotic,platelet aggregation inhibitor for stroke prevention
ticlopidine,2019,Prescription,Human,11178.5,PHWBOXQYWZNQIN-UHFFFAOYSA-N,3.229157054795745e-9,antithrombotic,platelet aggregation inhibitor for stroke prevention
tigecycline,2016,Prescription,Human,66,SOVUOXKZCCAWOJ-HJYUBDRYSA-N,1.8950915883346872e-11,antibacterial,glycylcycline antibiotic
