"ProductCode","ProductName","ProductSaleGroup","ATC_code","PackageQuantityValue","PackageQuantityUnit","sYear","PackageAmountSoldValue","PackageAmountSoldUnit","API_Name","API_ConcentrationPerItemValue","API_ConcentrationPerItemUnit","API_AmountPerPackageValue","API_AmountPerPackageUnit","API_AmountSoldValue","API_AmountSoldUnit","API_toxicity","API_PNEC_gL","API_sold","flag","comment"
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2009,2377,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",5942.5,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2010,5213,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",26065,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2010,1640,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",4100,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2010,435,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",10875,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2011,579,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",14475,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2011,6073,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",30365,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2011,1842,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",4605,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2012,668,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",16700,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2012,1784,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",4460,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2012,5972,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",29860,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2013,5808,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",29040,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2013,708.27,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",17706.75,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2013,1182,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",2955,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2014,4872,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",24360,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2014,761.52,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",19038,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2014,1077,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",2692.5,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2015,9266,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",46330,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2015,1564,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",3910,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2015,947.67,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",23691.75,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2016,10884,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",54420,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2016,1040.6,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",26015,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2016,1517,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",3792.5,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2017,9972,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",49860,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2017,1249,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",3122.5,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2017,757.009999999999,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",18925.25,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2018,9431,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",47155,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2018,1410,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",3525,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2018,774.299999999999,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",19357.5,"g/year","1",5e-9,"1",NA,NA
11640,"Ciprofloxacin actav tab 250mg","C","J01MA02",20,"pills",2019,4043,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",20215,"g/year","1",5e-9,"1",NA,NA
11624,"Ciprofloxacin actav tab 250mg","C","J01MA02",10,"pills",2019,1075,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",2687.5,"g/year","1",5e-9,"1",NA,NA
11648,"Ciprofloxacin actav tab 250mg","C","J01MA02",100,"pills",2019,408.26,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",10206.5,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2002,4,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",40,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2002,1,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",5,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2002,1,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",50,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2003,12,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",60,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2003,44,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",440,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2003,6,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",300,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2004,158,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",7900,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2004,1231,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",12310,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2004,728,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",3640,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2005,14651,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",146510,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2005,5863,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",29315,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2005,960,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",48000,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2006,272,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",13600,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2006,2083,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",20830,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2006,809,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",4045,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2007,589,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",29450,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2007,2494,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",12470,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2007,7676,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",76760,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2008,869,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",43450,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2008,4427,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",22135,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2008,11628,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",116280,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2009,25209,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",252090,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2009,6157,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",30785,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2009,1803,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",90150,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2010,1273,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",63650,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2010,20200,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",202000,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2010,5243,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",26215,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2011,2391,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",119550,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2011,25629,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",256290,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2011,5896,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",29480,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2012,27053,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",270530,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2012,6717,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",33585,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2012,2604,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",130200,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2013,24828,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",248280,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2013,7216,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",36080,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2013,2903.06,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",145153,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2014,23018,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",230180,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2014,6792,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",33960,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2014,2921.13,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",146056.5,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2015,5383,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",26915,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2015,45058,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",450580,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2015,3422.44,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",171122,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2016,6793,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",33965,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2016,58097,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",580970,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2016,3514.12,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",175706,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2017,2568.78,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",128439,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2017,6101,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",30505,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2017,46388,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",463880,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2018,44254,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",442540,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2018,2565.18,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",128259,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2018,10376,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",51880,"g/year","1",5e-9,"1",NA,NA
11657,"Ciprofloxacin actav tab 500mg","C","J01MA02",10,"pills",2019,7875,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",39375,"g/year","1",5e-9,"1",NA,NA
11673,"Ciprofloxacin actav tab 500mg","C","J01MA02",20,"pills",2019,22020,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",220200,"g/year","1",5e-9,"1",NA,NA
11679,"Ciprofloxacin actav tab 500mg","C","J01MA02",100,"pills",2019,1425.87,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",71293.5,"g/year","1",5e-9,"1",NA,NA
474191,"Ciprofloxacin amneal tab 250mg","C","J01MA02",10,"pills",2017,1123,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",2807.5,"g/year","1",5e-9,"1",NA,NA
474191,"Ciprofloxacin amneal tab 250mg","C","J01MA02",10,"pills",2018,1299,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",3247.5,"g/year","1",5e-9,"1",NA,NA
29952,"Ciprofloxacin amneal tab 500mg","C","J01MA02",10,"pills",2017,6135,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",30675,"g/year","1",5e-9,"1",NA,NA
29952,"Ciprofloxacin amneal tab 500mg","C","J01MA02",10,"pills",2018,2901,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",14505,"g/year","1",5e-9,"1",NA,NA
135959,"Ciprofloxacin amneal tab 750mg","C","J01MA02",20,"pills",2017,111,"CountOfPackages","ciprofloxacin",0.75,"g/pill",15,"g",1665,"g/year","1",5e-9,"1",NA,NA
135959,"Ciprofloxacin amneal tab 750mg","C","J01MA02",20,"pills",2018,1273,"CountOfPackages","ciprofloxacin",0.75,"g/pill",15,"g",19095,"g/year","1",5e-9,"1",NA,NA
135959,"Ciprofloxacin amneal tab 750mg","C","J01MA02",20,"pills",2019,119,"CountOfPackages","ciprofloxacin",0.75,"g/pill",15,"g",1785,"g/year","1",5e-9,"1",NA,NA
439894,"Ciprofloxacin clar inf 2mg/ml","C","J01MA02",0.5,"L",2014,287,"CountOfPackages","ciprofloxacin",2,"g/L",1,"g",287,"g/year","1",5e-9,"1",NA,NA
438964,"Ciprofloxacin clar inf 2mg/ml","C","J01MA02",1,"L",2014,600,"CountOfPackages","ciprofloxacin",2,"g/L",2,"g",1200,"g/year","1",5e-9,"1",NA,NA
438964,"Ciprofloxacin clar inf 2mg/ml","C","J01MA02",1,"L",2015,325,"CountOfPackages","ciprofloxacin",2,"g/L",2,"g",650,"g/year","1",5e-9,"1",NA,NA
439894,"Ciprofloxacin clar inf 2mg/ml","C","J01MA02",0.5,"L",2015,186,"CountOfPackages","ciprofloxacin",2,"g/L",1,"g",186,"g/year","1",5e-9,"1",NA,NA
438964,"Ciprofloxacin clar inf 2mg/ml","C","J01MA02",1,"L",2016,134,"CountOfPackages","ciprofloxacin",2,"g/L",2,"g",268,"g/year","1",5e-9,"1",NA,NA
439894,"Ciprofloxacin clar inf 2mg/ml","C","J01MA02",0.5,"L",2016,324,"CountOfPackages","ciprofloxacin",2,"g/L",1,"g",324,"g/year","1",5e-9,"1",NA,NA
8289,"Ciprofloxacin hexal tab 250mg","C","J01MA02",10,"pills",2005,639,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",1597.5,"g/year","1",5e-9,"1",NA,NA
8289,"Ciprofloxacin hexal tab 250mg","C","J01MA02",10,"pills",2006,4688,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",11720,"g/year","1",5e-9,"1",NA,NA
8289,"Ciprofloxacin hexal tab 250mg","C","J01MA02",10,"pills",2007,4410,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",11025,"g/year","1",5e-9,"1",NA,NA
8289,"Ciprofloxacin hexal tab 250mg","C","J01MA02",10,"pills",2008,1967,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",4917.5,"g/year","1",5e-9,"1",NA,NA
8289,"Ciprofloxacin hexal tab 250mg","C","J01MA02",10,"pills",2009,-50,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",-125,"g/year","1",5e-9,"1",NA,NA
8289,"Ciprofloxacin hexal tab 250mg","C","J01MA02",10,"pills",2016,-0.14,"CountOfPackages","ciprofloxacin",0.25,"g/pill",2.5,"g",-0.35,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2008,5931,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",29655,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2008,470,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",11750,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2009,8293,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",41465,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2009,621,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",15525,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2010,9500,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",47500,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2010,790,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",19750,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2011,8222,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",41110,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2011,640,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",16000,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2012,7931,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",39655,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2012,578,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",14450,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2013,8096,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",40480,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2013,572,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",14300,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2014,519,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",12975,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2014,7357,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",36785,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2015,3113,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",15565,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2015,225,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",5625,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2016,-1,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",-25,"g/year","1",5e-9,"1",NA,NA
91941,"Ciprofloxacin teva tab 250mg","C","J01MA02",20,"pills",2016,-34,"CountOfPackages","ciprofloxacin",0.25,"g/pill",5,"g",-170,"g/year","1",5e-9,"1",NA,NA
91950,"Ciprofloxacin teva tab 250mg","C","J01MA02",100,"pills",2017,-2,"CountOfPackages","ciprofloxacin",0.25,"g/pill",25,"g",-50,"g/year","1",5e-9,"1",NA,NA
91978,"Ciprofloxacin teva tab 500mg","C","J01MA02",100,"pills",2008,1673,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",83650,"g/year","1",5e-9,"1",NA,NA
91960,"Ciprofloxacin teva tab 500mg","C","J01MA02",10,"pills",2008,5681,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",28405,"g/year","1",5e-9,"1",NA,NA
91969,"Ciprofloxacin teva tab 500mg","C","J01MA02",20,"pills",2008,17672,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",176720,"g/year","1",5e-9,"1",NA,NA
91960,"Ciprofloxacin teva tab 500mg","C","J01MA02",10,"pills",2009,8841,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",44205,"g/year","1",5e-9,"1",NA,NA
91969,"Ciprofloxacin teva tab 500mg","C","J01MA02",20,"pills",2009,28959,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",289590,"g/year","1",5e-9,"1",NA,NA
91978,"Ciprofloxacin teva tab 500mg","C","J01MA02",100,"pills",2009,2323,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",116150,"g/year","1",5e-9,"1",NA,NA
91969,"Ciprofloxacin teva tab 500mg","C","J01MA02",20,"pills",2010,40564,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",405640,"g/year","1",5e-9,"1",NA,NA
91978,"Ciprofloxacin teva tab 500mg","C","J01MA02",100,"pills",2010,2994,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",149700,"g/year","1",5e-9,"1",NA,NA
91960,"Ciprofloxacin teva tab 500mg","C","J01MA02",10,"pills",2010,11314,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",56570,"g/year","1",5e-9,"1",NA,NA
91978,"Ciprofloxacin teva tab 500mg","C","J01MA02",100,"pills",2011,2104,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",105200,"g/year","1",5e-9,"1",NA,NA
91969,"Ciprofloxacin teva tab 500mg","C","J01MA02",20,"pills",2011,37215,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",372150,"g/year","1",5e-9,"1",NA,NA
91960,"Ciprofloxacin teva tab 500mg","C","J01MA02",10,"pills",2011,11534,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",57670,"g/year","1",5e-9,"1",NA,NA
91969,"Ciprofloxacin teva tab 500mg","C","J01MA02",20,"pills",2012,38547,"CountOfPackages","ciprofloxacin",0.5,"g/pill",10,"g",385470,"g/year","1",5e-9,"1",NA,NA
91978,"Ciprofloxacin teva tab 500mg","C","J01MA02",100,"pills",2012,2173,"CountOfPackages","ciprofloxacin",0.5,"g/pill",50,"g",108650,"g/year","1",5e-9,"1",NA,NA
91960,"Ciprofloxacin teva tab 500mg","C","J01MA02",10,"pills",2012,12176,"CountOfPackages","ciprofloxacin",0.5,"g/pill",5,"g",60880,"g/year","1",5e-9,"1",NA,NA
