"scenario_number","county","Year_and_Population_Growth","WWT_Scenario","Risk_Type","API_Name","Risk_Bin","Probability"
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","3-10",0.10684
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","10-30",0.10813
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","30-100",0.05793
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","100-300",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","300-1000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","1000-3000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","estradiol","3000-inf",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.00309
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.00309
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.01855
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.04947
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.11861
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.17992
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.3344
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0.25041
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",0.04245
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","-inf-0",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","0-1",0.0208
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","1-3",0.04759
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","3-10",0.09935
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","10-30",0.2424
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","30-100",0.48547
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","100-300",0.10439
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","300-1000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","1000-3000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","diclofenac","3000-inf",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","0-1",0.00364
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","1-3",0.00972
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","3-10",0.03195
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","10-30",0.07612
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","30-100",0.16031
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","100-300",0.35959
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","300-1000",0.32971
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","1000-3000",0.02895
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","-inf-0",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","0-1",0.0365
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","1-3",0.08111
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","3-10",0.11739
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","10-30",0.4022
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","30-100",0.36279
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","100-300",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","300-1000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","1000-3000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","paracetamol","3000-inf",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.15387
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.15095
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.38454
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","10-30",0.26438
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","30-100",0.04627
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
10,"Troms & Finnmark (Rural)","2050 & High","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.68328
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.06984
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.11152
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.09178
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","30-100",0.04359
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.00417
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.00417
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.02499
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.06665
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.13969
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.22124
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.31208
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.19614
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",0.03088
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","-inf-0",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","0-1",0.03692
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","1-3",0.06192
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","3-10",0.12932
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","10-30",0.3193
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","30-100",0.40428
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","100-300",0.04826
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","300-1000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","1000-3000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","diclofenac","3000-inf",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","0-1",0.0058
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","1-3",0.01547
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","3-10",0.04306
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","10-30",0.09243
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","30-100",0.22358
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","100-300",0.34345
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","300-1000",0.2557
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","1000-3000",0.02051
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","-inf-0",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","0-1",0.05591
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","1-3",0.08831
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","3-10",0.1986
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","10-30",0.38508
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","30-100",0.27209
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","100-300",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","300-1000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","1000-3000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","paracetamol","3000-inf",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.19267
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.21362
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.38134
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","10-30",0.19098
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","30-100",0.02139
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
11,"Troms & Finnmark (Rural)","2050 & High","Partial Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","-inf-0",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","0-1",0.81392
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","1-3",0.11174
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","3-10",0.06799
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","10-30",0.00627
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","30-100",9e-5
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","100-300",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","300-1000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","1000-3000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","estradiol","3000-inf",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","0-1",0.01342
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1-3",0.01342
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3-10",0.0805
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","10-30",0.21466
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","30-100",0.33424
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","100-300",0.27177
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","300-1000",0.06792
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","1000-3000",0.00391
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ethinylestradiol","3000-inf",1.7e-4
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","-inf-0",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","0-1",0.20084
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","1-3",0.16049
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","3-10",0.41599
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","10-30",0.22267
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","30-100",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","100-300",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","300-1000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","1000-3000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","diclofenac","3000-inf",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","-inf-0",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","0-1",0.02167
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","1-3",0.05778
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","3-10",0.16872
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","10-30",0.33425
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","30-100",0.35072
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","100-300",0.06278
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","300-1000",0.00409
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","1000-3000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ibuprofen","3000-inf",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","-inf-0",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","0-1",0.20532
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","1-3",0.36726
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","3-10",0.38531
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","10-30",0.04211
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","30-100",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","100-300",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","300-1000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","1000-3000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","paracetamol","3000-inf",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","-inf-0",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","0-1",0.45961
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1-3",0.44167
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3-10",0.09871
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","10-30",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","30-100",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","100-300",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","300-1000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","1000-3000",0
12,"Troms & Finnmark (Rural)","2050 & High","Advanced Upgrade","API_RQ_FW","ciprofloxacin","3000-inf",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","-inf-0",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","0-1",0.13943
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","1-3",0.13827
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","3-10",0.24589
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","10-30",0.30025
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","30-100",0.17617
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","100-300",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","300-1000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","1000-3000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","estradiol","3000-inf",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","-inf-0",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","0-1",0.00946
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","1-3",0.00946
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","3-10",0.05674
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","10-30",0.15129
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","30-100",0.20007
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","100-300",0.35468
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","300-1000",0.21831
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","1000-3000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ethinylestradiol","3000-inf",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","-inf-0",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","0-1",0.16836
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","1-3",0.13028
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","3-10",0.30077
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","10-30",0.30109
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","30-100",0.09943
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","100-300",7e-5
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","300-1000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","1000-3000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","diclofenac","3000-inf",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","-inf-0",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","0-1",0.03578
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","1-3",0.09542
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","3-10",0.21442
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","10-30",0.24192
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","30-100",0.30092
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","100-300",0.10824
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","300-1000",0.00328
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","1000-3000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ibuprofen","3000-inf",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","-inf-0",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","0-1",0.22429
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","1-3",0.35657
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","3-10",0.39065
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","10-30",0.02768
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","30-100",8e-4
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","100-300",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","300-1000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","1000-3000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","paracetamol","3000-inf",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","-inf-0",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","0-1",0.4365
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","1-3",0.41531
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","3-10",0.1482
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","10-30",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","30-100",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","100-300",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","300-1000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","1000-3000",0
13,"Trøndelag (Semi-Urban)","2020 & None","Baseline","API_RQ_FW","ciprofloxacin","3000-inf",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","-inf-0",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","0-1",0.15934
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","1-3",0.15382
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","3-10",0.26825
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","10-30",0.27445
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","30-100",0.14414
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","100-300",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","300-1000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","1000-3000",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","estradiol","3000-inf",0
14,"Trøndelag (Semi-Urban)","2020 & None","Partial Upgrade","API_RQ_FW","ethinylestradiol","-inf-0",0
